20,49.9108,0.00114
10,49.8605,0.0002
5,49.9119,2e-05
3,49.9028,3.45235e-06
2,49.9101,1.38256e-06
1,49.9114,6.56509e-07
20,249.289,0.00952
10,249.212,0.00952
5,249.333,0.00195
3,249.208,0.00067
2,249.272,0.00022
1,249.222,4e-05
20,497.551,0.01237
10,497.778,0.00736
5,498.181,0.00736
3,498.408,0.00353
2,497.94,0.00116
1,498.29,0.00026
20,829.442,0.01237
10,830.024,0.01237
5,829.254,0.00736
3,829.076,0.00736
2,829.759,0.00736
1,829.682,0.00116
20,1241.37,0.01237
10,1243.32,0.01237
5,1242.59,0.01237
3,1241.46,0.00736
2,1241.61,0.00736
1,1241.87,0.00599
TEST PARAMETERS
Number of bloom filters in FBF,3
Constituent Filter bits, 25000
Number of hash functions,3
Number of elements,5000
Invalid check,100000

